ID,GESCHL,GEBJAHR,BERUFSTAETIG,ARBEITSSTD,ARZTBES,RAUCH,GRO,GEW,SCHULABSCHLUSS,SCHULABSCHLUSS_V,SCHULABSCHLUSS_M,HOE_ABSCHLUSS,HOE_ABSCHLUSS_V,HOE_ABSCHLUSS_M,NETTO,ZUFR
2897,MAENNLICH,1938,HAUPTBERUFL.GANZTAGS,55,2,JA,175,84,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,700,7
123,WEIBLICH,1949,NICHT ERWERBSTAETIG,,0,NEIN,160,71,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,1703,7
1507,WEIBLICH,1928,NICHT ERWERBSTAETIG,,2,NEIN,154,48,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,150,7
2962,WEIBLICH,1977,HAUPTBERUFL.HALBTAGS,30,0,NEIN,182,105,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,874,7
896,MAENNLICH,1994,HAUPTBERUFL.GANZTAGS,45,1,JA,176,110,OHNE ABSCHLUSS,,"VOLKS-,HAUPTSCHULE",LEHRE,,,1100,7
1182,WEIBLICH,1966,HAUPTBERUFL.HALBTAGS,20,1,JA,170,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9
1469,MAENNLICH,1993,HAUPTBERUFL.GANZTAGS,44,1,NEIN,187,100,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",450,8
1637,WEIBLICH,1988,HAUPTBERUFL.GANZTAGS,40,10,NEIN,159,55,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,1500,9
1310,WEIBLICH,1982,HAUPTBERUFL.GANZTAGS,42,1,NEIN,170,89,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,1500,9
3025,WEIBLICH,1990,NEBENHER BERUFSTAE.,,6,NEIN,169,63,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,376,8
306,WEIBLICH,1942,NICHT ERWERBSTAETIG,,5,NEIN,163,61,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,9
2733,MAENNLICH,1950,HAUPTBERUFL.GANZTAGS,60,0,NEIN,172,65,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,5000,10
291,MAENNLICH,1992,NICHT ERWERBSTAETIG,,0,NEIN,168,54,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",500,8
2239,WEIBLICH,1985,HAUPTBERUFL.GANZTAGS,20,1,NEIN,162,70,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,800,10
208,MAENNLICH,1985,HAUPTBERUFL.GANZTAGS,40,1,NEIN,184,102,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1450,6
1465,MAENNLICH,1978,HAUPTBERUFL.GANZTAGS,36,0,NEIN,183,96,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1500,7
2321,MAENNLICH,1959,HAUPTBERUFL.GANZTAGS,35,2,NEIN,187,81,MITTLERE REIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,LEHRE,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,2000,7
96,MAENNLICH,1958,HAUPTBERUFL.GANZTAGS,65,2,NEIN,171,68,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,7000,8
2081,MAENNLICH,1984,NICHT ERWERBSTAETIG,,2,NEIN,176,101,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",345,10
1903,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,40,1,JA,169,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8
1410,WEIBLICH,1950,NICHT ERWERBSTAETIG,,1,NEIN,163,,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,10
865,WEIBLICH,1988,NICHT ERWERBSTAETIG,,0,NEIN,178,59,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,"MEISTER, TECHNIKER",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,,10
1045,WEIBLICH,1963,HAUPTBERUFL.GANZTAGS,50,1,NEIN,173,80,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2000,8
1968,MAENNLICH,1962,HAUPTBERUFL.GANZTAGS,40,3,NEIN,178,95,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,4500,8
217,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,45,0,NEIN,176,60,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1400,10
2663,WEIBLICH,1957,HAUPTBERUFL.GANZTAGS,35,0,NEIN,172,79,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,7
2608,MAENNLICH,1972,HAUPTBERUFL.GANZTAGS,40,0,NEIN,174,79,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,5000,9
841,WEIBLICH,1960,HAUPTBERUFL.GANZTAGS,40,3,NEIN,167,62,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",2250,9
873,MAENNLICH,1964,HAUPTBERUFL.GANZTAGS,50,8,JA,170,69,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,8
571,MAENNLICH,1943,NICHT ERWERBSTAETIG,,6,NEIN,176,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1000,8
2544,WEIBLICH,1993,NEBENHER BERUFSTAE.,,3,JA,169,98,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,8
1152,WEIBLICH,1957,HAUPTBERUFL.HALBTAGS,25,3,NEIN,161,55,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8
1115,WEIBLICH,1981,HAUPTBERUFL.GANZTAGS,40,13,JA,163,70,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1200,3
1870,MAENNLICH,1941,NICHT ERWERBSTAETIG,,2,NEIN,190,107,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2500,10
1073,WEIBLICH,1930,NICHT ERWERBSTAETIG,,1,NEIN,179,63,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1000,9
1104,MAENNLICH,1931,NICHT ERWERBSTAETIG,,0,JA,182,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,10
2735,WEIBLICH,1965,NICHT ERWERBSTAETIG,,3,NEIN,168,70,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",510,10
3060,MAENNLICH,1974,HAUPTBERUFL.GANZTAGS,"38,5",3,JA,179,70,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1100,8
2487,MAENNLICH,1939,NICHT ERWERBSTAETIG,,2,JA,184,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,8
386,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,40,3,NEIN,185,95,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,7
3389,WEIBLICH,1953,NICHT ERWERBSTAETIG,,0,JA,163,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1000,8
2925,MAENNLICH,1971,HAUPTBERUFL.GANZTAGS,40,5,NEIN,176,60,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,5800,9
1641,MAENNLICH,1987,NEBENHER BERUFSTAE.,,0,NEIN,182,89,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",150,8
893,WEIBLICH,1984,NICHT ERWERBSTAETIG,,2,NEIN,163,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,KAUFMAENNISCHE LEHRE,"GEWERBL.,LANDW.LEHRE",,7
3232,WEIBLICH,1972,NICHT ERWERBSTAETIG,,1,NEIN,167,72,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,422,8
428,WEIBLICH,1950,HAUPTBERUFL.HALBTAGS,20,3,NEIN,168,79,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,900,8
346,MAENNLICH,1961,HAUPTBERUFL.GANZTAGS,10,8,JA,178,82,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,1
1705,WEIBLICH,1984,NICHT ERWERBSTAETIG,,2,NEIN,161,66,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,LEHRE,ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,1300,8
2168,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,40,1,NEIN,178,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,5
552,WEIBLICH,1955,NICHT ERWERBSTAETIG,,5,NEIN,160,60,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,312,7
249,MAENNLICH,1991,NEBENHER BERUFSTAE.,,0,NEIN,177,100,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,300,10
1529,MAENNLICH,1969,NEBENHER BERUFSTAE.,,1,NEIN,178,115,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,450,10
107,WEIBLICH,1970,NEBENHER BERUFSTAE.,,1,JA,172,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,316,9
3125,MAENNLICH,1966,HAUPTBERUFL.GANZTAGS,42,1,NEIN,173,77,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,KEIN ABSCHLUSS,4500,8
694,WEIBLICH,1987,NICHT ERWERBSTAETIG,,0,NEIN,170,58,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,524,9
1475,WEIBLICH,1955,HAUPTBERUFL.GANZTAGS,50,0,JA,168,74,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,2300,8
2489,MAENNLICH,1939,HAUPTBERUFL.GANZTAGS,39,1,JA,176,69,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,8
965,MAENNLICH,1960,HAUPTBERUFL.GANZTAGS,55,0,NEIN,186,100,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",4000,9
2341,WEIBLICH,1942,NICHT ERWERBSTAETIG,,1,NEIN,157,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,"GEWERBL.,LANDW.LEHRE",700,8
2793,MAENNLICH,1989,NICHT ERWERBSTAETIG,,6,JA,180,89,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8
3135,WEIBLICH,1937,NICHT ERWERBSTAETIG,,10,NEIN,167,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,750,7
1363,MAENNLICH,1972,HAUPTBERUFL.GANZTAGS,40,0,NEIN,176,68,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,0
1287,WEIBLICH,1949,NICHT ERWERBSTAETIG,,5,JA,157,90,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,LEHRE,,KAUFMAENNISCHE LEHRE,1200,0
3440,MAENNLICH,1971,HAUPTBERUFL.GANZTAGS,38,0,JA,172,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,8
1030,MAENNLICH,1935,NICHT ERWERBSTAETIG,,4,NEIN,173,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,920,7
1710,MAENNLICH,1937,NICHT ERWERBSTAETIG,,1,NEIN,178,84,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,,9
18,MAENNLICH,1933,NICHT ERWERBSTAETIG,,3,NEIN,173,135,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,9
2737,WEIBLICH,1963,NICHT ERWERBSTAETIG,,2,NEIN,175,63,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,2100,8
73,WEIBLICH,1942,NICHT ERWERBSTAETIG,,3,NEIN,164,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2600,8
653,WEIBLICH,1967,HAUPTBERUFL.HALBTAGS,22,4,NEIN,175,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1000,8
2187,WEIBLICH,1985,HAUPTBERUFL.GANZTAGS,42,0,NEIN,164,65,MITTLERE REIFE,,,LEHRE,,,1500,8
1192,WEIBLICH,1957,HAUPTBERUFL.HALBTAGS,40,2,NEIN,158,57,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1650,8
971,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,40,1,JA,184,105,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,2500,8
372,WEIBLICH,1930,NICHT ERWERBSTAETIG,,2,JA,172,62,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,,1500,10
153,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,40,1,NEIN,185,110,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1509,8
83,WEIBLICH,1962,HAUPTBERUFL.HALBTAGS,27,0,NEIN,170,60,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,10
2250,MAENNLICH,1953,NICHT ERWERBSTAETIG,,2,JA,178,72,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,,8
3298,MAENNLICH,1990,HAUPTBERUFL.GANZTAGS,46,2,NEIN,178,84,FACHHOCHSCHULREIFE,,,"MEISTER, TECHNIKER",,,4500,9
889,MAENNLICH,1987,HAUPTBERUFL.GANZTAGS,45,1,JA,178,78,MITTLERE REIFE,,,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,6
3405,MAENNLICH,1962,HAUPTBERUFL.GANZTAGS,40,0,NEIN,180,93,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,3100,9
2995,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,45,1,NEIN,193,97,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,LEHRE,,HOCHSCHULABSCHLUSS,2500,9
1615,WEIBLICH,1979,HAUPTBERUFL.HALBTAGS,32,0,NEIN,172,60,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",1500,8
2499,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,41,2,JA,182,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1600,7
2807,WEIBLICH,1949,NICHT ERWERBSTAETIG,,0,NEIN,169,95,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,650,7
3096,WEIBLICH,1984,HAUPTBERUFL.GANZTAGS,40,0,NEIN,152,50,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,2100,9
3316,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,40,1,JA,178,97,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,7
1789,WEIBLICH,1984,HAUPTBERUFL.GANZTAGS,38,1,JA,164,50,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",2200,8
1447,WEIBLICH,1957,NICHT ERWERBSTAETIG,,0,NEIN,170,60,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KAUFMAENNISCHE LEHRE,,8
2672,MAENNLICH,1979,NEBENHER BERUFSTAE.,,3,NEIN,175,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,800,5
2026,WEIBLICH,1954,NEBENHER BERUFSTAE.,,5,NEIN,173,98,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",470,7
1240,WEIBLICH,1955,NEBENHER BERUFSTAE.,,2,JA,158,50,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,3
1391,WEIBLICH,1979,HAUPTBERUFL.GANZTAGS,40,3,NEIN,157,60,HOCHSCHULREIFE,HOCHSCHULREIFE,,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KEIN ABSCHLUSS,1200,8
3211,MAENNLICH,1950,NICHT ERWERBSTAETIG,,2,NEIN,180,78,,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",,KEIN ABSCHLUSS,KEIN ABSCHLUSS,620,9
3243,WEIBLICH,1976,HAUPTBERUFL.GANZTAGS,50,1,NEIN,161,73,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",,9
583,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,50,1,JA,182,69,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,1050,8
368,MAENNLICH,1949,NICHT ERWERBSTAETIG,,3,NEIN,160,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",,5
3208,MAENNLICH,1944,NICHT ERWERBSTAETIG,,3,NEIN,178,78,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,1
631,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,45,0,JA,180,101,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1860,4
1154,MAENNLICH,1964,HAUPTBERUFL.GANZTAGS,55,2,NEIN,187,116,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2000,8
2541,MAENNLICH,1979,HAUPTBERUFL.GANZTAGS,40,0,NEIN,176,89,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,ANDERER ABSCHLUSS,,KEIN ABSCHLUSS,,3
1606,WEIBLICH,1956,NEBENHER BERUFSTAE.,,1,JA,168,80,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,350,4
